ID	TARGET	TEXT	STANCE
1592	转基因食品	这是培育辣番茄的节奏啊！在辣椒的亲戚中都带有辣椒素基因的前身哦。辣椒中产生辣椒素的基因出现于DNA复制中的5次突变之后，最终的一次突变产生了可起作用的基因副本。也就是说，可以通过激活番茄的其中一个休眠基因，就有可能产生一种可以制作现成辣味番茄汁的植物。http://t.cn/8Fqjynf	UNKNOWN
1593	转基因食品	我有千百次想手撕猪队员，但是我忍！人家是天真烂漫败絮其中的险恶心机女，你还在那边舔脸迎和不知羞！我们始终只是起提醒大家的目的顺便打打造谣狗，重点抓好，真让人心焦！	UNKNOWN
1594	转基因食品	【番茄】又称西红柿 新鲜番茄水分含量较高，热量低，是维生素A、维生素P和维生素C的较好来源，番茄中含有植物化学物质番茄红素对心血管具有保护作用，并能减少心脏病发作，；而且具有较强的抗氧化能力，清除自由基，保护细胞，是脱氧核糖核酸及基因免遭破坏，能阻止癌变进程。对前列腺癌预防作用	UNKNOWN
1595	转基因食品	如果捐款额令教主不满意的话，估计教主会对这次奢侈会餐提出意见的，小心点。不信的话就不捐或者捐的很少不够一只龙虾钱，你看看教主怎么发威骂死你们这些奴才。所以识相点的至少几倍于本次餐费的捐款才行。	UNKNOWN
1596	转基因食品	被崔化钠笑死气死，然而刷新收益发现我还是一个无聊的愤怒的傻子……突然发现一个人不能只局限于娱乐鸡汤食物中，多了解了解科学发展还是很有必要的#崔永元请向农大学子道歉#	UNKNOWN
1597	转基因食品	再问转基因:1、批准上市的只有两种，未经批准种植、上市的转基因大米、玉米、大豆有多少？2、未经批准种植、销售转基因农产品，属违法？还是犯罪？3、农业部、科技部、基金委立项在研的转基因品种，有多少？4、公民能否申请政务公开？『陈锡文：中国目前只有转基因木瓜棉花批准生产上市_财	UNKNOWN
1598	转基因食品	农民工里有个方粉儿科学二逼。每天一到吃饭时就一脸优越的给兄弟们讲转基因讲中医；兄弟们看傻逼一样看着他、只管闷头加速度吃菜。今天下雨、哪货和房东家孩子逼逼一上午、房东家孩子终于答应晚上和他一起去楼顶听他科普各种星座。一老年农民工冷冷一笑说：“这250、下雨天看看个球星星啊？！”	UNKNOWN
1599	转基因食品	【转基因的利益陷阱】#新刊推荐#转基因改变了农业生产方式，也引发了知识产权在世界范围内的伦理危机。有人对自然物种的基因做了一下改动，便以专利变之为私产，要求使用者付费。更有甚者，大农业公司还利用该技术生产与种子配套的农药，挤出传统的物种，将农民锁定在其轨道上。http://t.cn/RPvtdIv	UNKNOWN
1600	转基因食品	在我实习工厂食堂吃饭，碰到送油的来的转基因大豆油。我个人对转基因食品是很抗拒的。百度一下，湖北是较大面积种植转基因大米的。还有附近的超市卖的基本都是转基因油，以后是有大豆成分的油我是不敢买了。可恨，知情权都没有。	UNKNOWN
1601	转基因食品	短短两天，已有超过180万美国人给FDA写信抗议批准转基因三文鱼！相比之下，中国媒体，中国大多数大V，中国“科普五毛”们，却奴性十足地认为：“凡是”美国FDA批准了，就可以吃了！而事实上，正是在美国人民一波又一波的抗议声中，绝大多数FDA 批准的转基因农产品都被市场淘汰了，潜入中国市场	UNKNOWN
1602	转基因食品	必须把转基因水稻封杀在田间。	UNKNOWN
1603	转基因食品	支持转基因，反对愚昧和谣传	UNKNOWN
1604	转基因食品	分享自顾秀林的微博《绿色革命和转基因种子的另一面》 - 绿色革命和转基因种子的另一面  顾秀林 《粮食危机：运用粮食武器获取世界霸权》，（美）威廉·恩道尔著，知识产权... (来自 @头条博客)  |绿色革命和...	UNKNOWN
1605	转基因食品	转基因接受度下降：研发被舆论绑架 科学家很受伤。大家开动脑筋想一想：转基因粮食一不增产，二没有更好的营养，三对土壤环境有破坏，四不能留种子，五虫子都不吃（主要是种子内部转入了农药基因），为何要强加给人吃？六是否对人有危害、危害多大没有真正定论，为何要种植呢？ http://t.cn/R57dt1a	UNKNOWN
1606	转基因食品	关于崔化钠的事，拿牛姨的漫画吐个槽	UNKNOWN
1607	转基因食品	吃生态有机非转基因粮食蔬菜等是健康长寿的，农业部给国家的特供就是这个；非转基因如果是化肥农药激素等培育出来的，质量就降低了；但是转基因与非转基因从本质上就不同了，要想证明转基因更好也很简单，顿顿转基因主粮和副食1年体检监测	UNKNOWN
1608	转基因食品	所谓的杂交良种全是骗人的。	UNKNOWN
1609	转基因食品	所以那些所谓的转基因食品安全的科学家，就是居心叵测？说安全那他和他家人吃吗？	UNKNOWN
1610	转基因食品	【湖北多地种转基因大米 中间商只收粮不检测】近日，据央视报道，在武汉市场购买5袋大米，其中3袋被检测出含有转基因成分，7月29日至31日，《每日经济新闻》记者深入武汉市江夏区的多个乡镇调查发现，郑店镇段岭庙村、江夏村，法泗镇大路村等多个村的村民都种植了转基因水稻。http://t.cn/RPMMsb1	UNKNOWN
1611	转基因食品	【崔永元披露湖南等4省非法种植转基因】因赴美调查转基因，全国政协委员崔永元再次成为两会采访焦点。@崔永元 表示：“我告诉你四个地方：湖南、湖北、广西、吉林。光吉林一省，我的调查就有三页纸。它(转基因农作物)的种子叫什么，一共有种了多少亩，具体到村。” http://t.cn/8FgQEzJ	UNKNOWN
1612	转基因食品	实践是检验真理的唯一标准，而实践需要大量的时间，所谓“科学试验得出转基因是安全的”结论，至少时间不充足！曾经伟大发明的塑料，的确改变了生活，但是现在带来的困扰和危害也是巨大的。我们连基本的知情权都没有，还能相信什么	UNKNOWN
1613	转基因食品	家欧盟可是有标示有知情权的，请你拿出今年的欧盟有转基因食品的证据，不要复制粘贴一些过气新闻PS图片！你这披头散发的无良造谣蚊子	UNKNOWN
1614	转基因食品	【力挺崔永元起诉方舟子！方肘子事实上就是一个彻头彻尾的骗子！当初某大夫找人教训他显然没起到为民除害！】不知道方舟子学的什么专业，但是他“包打天下”，怀疑一切，沽名钓誉！前不久说雨人“周伟”造假。现在实际情况如何？雨人造假了吗？质疑小崔提出转基因粮种，现海南省承认了。肘子是猪！	UNKNOWN
1615	转基因食品	万一转基因有危险，可能是灭种的危险，为了把土地节约下来盖房子，就承担这样的风险，拿出相对安全理论，值得吗，只是满足了利益集团的需求罢了	UNKNOWN
1616	转基因食品	物种进化几百年和转基因没几十年有什么关系呢？猩猩进化成人类花了几百万年，所以转基因食品应该先观察几百万年？转基因解决的不是你这样的人的“吃好”的问题，而是更多人“吃饱”的问题。更何况，也没有明确证据证明其有害，怎么就是“选择另一个死法”？相比乱枪打鸟的杂交水稻，转基因控制更精确。	UNKNOWN
1617	转基因食品	@生物360 用作图工具处理图片 中国农大转基因玉米论文被撤销 据外媒消息，近日，中国农大的一片论文因部//@烧猪肉炆荷兰豆 @崔永元 @曹明华和曹明逸 http://t.cn/R5P7YK7	UNKNOWN
1618	转基因食品	‘只说转基因’：某些人一直在标榜自己多么中立客观，但是一说到‘转基因’倾向性十分明显，挺的总要挖苦小崔一下，或者以崔为靶子抨击一把。崔永元对待转基因的观点并不是你死我活那么激烈，可为毛总要拿他做靶子标榜自己的立场呢？虚伪！	UNKNOWN
1619	转基因食品	去超市买个油，挑半天才能挑到一个非转基因的油。感谢党	UNKNOWN
1620	转基因食品	转基因已经全面失控，引发舆论反弹很正常，就这样都没用。	UNKNOWN
1621	转基因食品	在我老家，扶贫组刚开始在村里推广种植草莓时，家家都拒绝，村长无奈自己先种，一年收获近10万元。第二年结果大家都可以想到了。农业部说转基因无害，不妨自己先吃一年，做个表率。	UNKNOWN
1622	转基因食品	转基因阴谋论可以休矣，德国制药公司Bayer出价620亿美元要买断美国转基因公司孟山都。如果成交，美国人用转基因食品让中国断子绝孙的阴谋论要转到德国人的头上了。德国人、美国人都不傻，知道转基因是农业的方向，那么是谁傻呢？	UNKNOWN
1623	转基因食品	【崔永元为国人食品安全自费调查 自称不怕任何威胁! 】崔永元承认，与方舟子关于转基因论战是加速离开央视原因。并自费50万前往日本、美国等地调查转基因产品安全问题。搞转基因的有人愿出高价让我闭嘴……常受到威胁！我这个岁数男人还怕这个！！——支持小崔，为了食品安全，请转！	UNKNOWN
1624	转基因食品	《整形师脸》剧情简介：神秘的深山旅社“丽园”，整形师于曼丽（浦蒲 饰），和因爱变性的学生韩真（方慧 饰）一起，以大学生梁敬涛（孙祖君 饰）、作家盛夏（李雯雯 饰）等为试验品，专研转基因换肤技术。而每个人身上都埋藏着转换身份的隐情。其中，于曼丽在一场车祸中失去爱人，自己也毁	UNKNOWN
1625	转基因食品	中华民族还未崛起，自我毁灭程序已经开启！看到这，我的背都是凉的！！！凉的！凉的！！！！	UNKNOWN
1626	转基因食品	所以转基因食品到底有没有危害？有怎样的危害？这需要公开说清楚	UNKNOWN
1627	转基因食品	这个说的应该是我在版纳吃的小番茄，而不是超市买的那种圣女果吧！//#多看笔记# “圣女果是较原始的番茄品种，甚至可以说是没有完全驯化的品种。这一点已经过DNA... ” 摘自《流言百科·美国人不吃转基因？》@多看阅读 http://t.cn/8FBvF8L	UNKNOWN
1628	转基因食品	特供物品中有转基因吗?请回答	UNKNOWN
1629	转基因食品	老家种着十多亩地。刚父亲来电话，说让我看看在城里能不能买到便宜的玉米种子？说买335的种子每亩得60块钱！我说是先玉335吗？说是。我大声说那是转基因的！父亲说转不转基因不懂，只知道种子越来越贵。我准备给父亲去买非转基因的种子…孟山都对中国农业的控制，太可怕了！哪个是非转基因的？急求教。	UNKNOWN
1630	转基因食品	【圣女果是转基因蔬菜？】有谣言说：圣女果是转基因番茄，吃多了有致癌风险。事实真的如此吗？其实，我们吃的圣女果就是最原始的番茄品种，可以说是没有完全驯化的品种。是小个头樱桃番茄的优良性状通过常规杂交组合在一起，得到了口感极佳的圣女果。所以食用圣女果完全安全。http://t.cn/zQhN3g0	UNKNOWN
1631	转基因食品	让党中央和党员干部带头吃。丅M不准吃特供[闭嘴]	UNKNOWN
1632	转基因食品	本人也是中国农业大学毕业的，看到中农与小崔的隔空骂战格外悲哀。对于转基因，中农完全具有非常大的发言权，为什么不做个两年动物安全试验？真怕孟山都？两年做完，社会还不放心，就不能做个五年、十年的？中国不缺那点钱，中国农业大学应该有担当，做起来比什么都强。中农都不敢担当，你指望谁？	UNKNOWN
1633	转基因食品	专访林加林董事长林雪峰：压榨（笨榨）大豆油必将主宰大豆油市场__千华网--首先，压榨大豆油原料都是非转基因大豆，目前转基因食品安全性不确定，所以，非转基因大豆油更容易被重视食品安全的人士所接受。其次，压榨这种方法是靠物理压力将油脂直接从油料中分离出来，全过程 http://t.cn/RqDYF1U	UNKNOWN
1634	转基因食品	转基因小番茄绿色咬开来好漂亮吃完睡觉啦 小可爱们晚安～	UNKNOWN
1635	转基因食品	如果不是有次在《红歌会网》看见司马南一个视频上开头第一句就炫耀他刚从美国飞回来，好奇去搜了下还一直给他点赞当他是只好鸟呢[嘻嘻]再一了解此狗竟与方狗子沆瀣一气为转基因摇旗呐喊，还反中医，并从不敢回应网友关于其家己入美籍质疑声，贼不打自招无疑了。[嘻嘻][嘻嘻][嘻嘻]	UNKNOWN
1636	转基因食品	说实话吃转基因的那么多 不都是好好的 崔老师	UNKNOWN
1637	转基因食品	试问领导人，所谓的研究专家吃吗？ 《质检总局退60万吨转基因玉米》 http://t.cn/8FvhJdd	UNKNOWN
1638	转基因食品	发表了博文 《美国现代农民杂志：美国农民抛弃转基因种子产量低利润差》 - 美国越来越多农民正在抛弃转基因种子，但不是因为他们意识形态上反对转基因产业，而是非转基因作物产量更高利润更大。《现代农民》两 |美国现代农...	UNKNOWN
1639	转基因食品	老是有人曲解老崔...嫁接还躺枪...	UNKNOWN
1640	转基因食品	【网传】转基因番茄颜色鲜红，果实较硬。 【回应】目前市场上没有转基因番茄。 王志兴 目前我国市场上没有转基因番茄。我国曾经批准过一种耐储存的转基因番茄，可延缓软化和腐烂，但由于口感不好早已退出市场，目前该安全证书已经过期。	UNKNOWN
1641	转基因食品	转基因的顾水军了吧，一群机械贴	UNKNOWN
1642	转基因食品	【美国政府禁用转基因作物喂养野生动物】7月17日，美国内政部鱼类与野生动物管理局发文，决定自2016年1月起禁用转基因作物喂养野生动物，同时，在保护区禁用转基因种子常涂有的新烟碱类农药。请问中国人民为何要吃美国野生动物都不吃的转基因作物？难道我们的命连美国野生动物都不如？@美国驻华大使馆	UNKNOWN
1643	转基因食品	“一切错误的根源都是无知” 以前只听说过转基因大豆 却不知道转基因菜籽 误买了转基因的菜籽油 还好买的是小桶 以后买什么都要好好看清楚了！我知道的还是太少了 哪天空闲了去超市研究下有多少种转基因东西在卖！	UNKNOWN
1644	转基因食品	【黑龙江的农民为什么要偷种转基因大豆】按照我国的相关法律规定，转基因大豆是禁止在国内种植的，而进口的转基因大豆只能用于加工生产，如生产不含转基因成分的豆油等。毫无疑问，偷种转基因大豆的行为是违法的，贩卖转基因大豆种子的行为更是知法犯法。 http://t.cn/Ryy42sx	UNKNOWN
1645	转基因食品	转基因大米是怎么溜进我们饭碗里的？！LXU受@绿色和平 委托，制作了gif信息图还你真相，捍卫我们舌尖上的权利！	UNKNOWN
1646	转基因食品	难道你没见过吃不起饭的人吗？你有什么权力把农民束缚到土地上？又有什么证据说转基因大米吃了会有问题？各种大米都应该出现在在市场上，吃哪种大米应该是消费者决定的。不应该是你这样的喷子	UNKNOWN
1647	转基因食品	这两天真是一上微博看见崔永元就火大，为什么这么明显的网络暴力，这么明显的侵犯肖像权都没有人管啊，崔化钠真是恶心到极点了	UNKNOWN
1648	转基因食品	产业？你那东西要是能出口就让你产业化，哪个发达国家把主粮转基因了？还监管，放屁	UNKNOWN
1649	转基因食品	油菜的种子——油菜籽拥有丰富的油脂含量，这使得油菜成为了一种十分重要的油料作物。由于用途广泛，科学家们一直在努力对油菜进行改良，希望得到品质更好、产量更高、更有利于环境的油菜品种。其中，自然少不了转基因技术的贡献啦~	UNKNOWN
1650	转基因食品	看了崔永元和雪姐的撕逼大战，感觉崔化钠现在已经疯了，过段时间甩出来一本精神病鉴定书我都不足为奇。	UNKNOWN
1651	转基因食品	还有欧洲所谓的破冰，为了推广转基因，新华社又公开撒了个谎，新华社最近有则报道称《转基因农产品在欧洲艰难“破冰”》，称两种转基因作物获准在欧盟种植，分别是美国孟山都公司的mon810转基因玉米和德国巴斯夫公司的amflora转基因土豆。”事实上amflora早就废除，新华社造假仍为鼓吹转基因产业化	UNKNOWN
1652	转基因食品	与其为了中国最弱智的一群人较劲，不如把自己变得更优秀，什么时候看到崔化钠犯浑不觉得揪心了，我才算是一个优秀的好父亲吧，共勉。——一个智障的自觉。	UNKNOWN
1653	转基因食品	我的观点已经说明的很清楚了，你可以选择不接受，没必要把话题转移到和转基因食品安全不相关的话题上	UNKNOWN
1654	转基因食品	识人：最难，有些比较简单，比如对司马南和肘子。司马南以打假起家后来为"爱国"献身以致被美国电梯报复性夹头，真面目就露出来了。肘子以科普专家自诩却又极力反对中医，根本“没谱”，也不难识别。而极力帮美国种子公司孟山都推广转基因技术这是商业行为，无利不起早，你们忙活什么？唯利是图的小人。	UNKNOWN
1655	转基因食品	【西南财大教授顾秀林一语道破天机：转基因技术灭绝人类 学界支持因利益诱惑】为何我国生物学界目前对转基因几乎一边倒?因在中国有240亿元经费诱惑，他们还讲话吗？他们要犯完所有错误才承认。---为顾教授叫好，所谓转基因食品增产、抗虫害都是谬论，240亿经费才是硬道理。http://t.cn/zRokIv2	UNKNOWN
1656	转基因食品	【全球转基因作物持续增长 中国面积第六】（记者 汪苏）中国转基因作物种植面积为390万公顷，较2013年下滑了30万公顷，仍位于世界第六位。品种包括棉花、木瓜、白杨、番茄、甜椒；专家称，所有得出转基因食品不安全结论的论文，最后均被证明是错误的 http://t.cn/RZ3XHlE	UNKNOWN
1657	转基因食品	每天无时无刻生物不在发生着变异，转基因需要强监管，但不是转基因就是魔鬼，它是科学	UNKNOWN
1658	转基因食品	【德国拜耳拟收购孟山都 健康业务占大头】近日，德国拜耳公司向美国最大种子供应商孟山都(Monsanto)发出收购要约。总部位于德国勒沃库森的德国拜耳公司是世界最为知名的世界500强企业之一，医药保健、材料科技以及作物科学是三大支柱产业。 http://t.cn/R5zOJxT	UNKNOWN
1659	转基因食品	为什么全世界的人都抵制转基因物种，抵制转基因的任何产品，甚至有点国家包括小国，甚至放出狠话，宁可饿死，也决对不种，或者进口买卖任何转基因的粮食。	UNKNOWN
1660	转基因食品	昨和@沈兜兜是小怪兽 吃了十五元一杯的小番茄汁，今天忍不住冒着吃转基因食品的风险采购回来榨汁喝，味道居然一样一样滴	UNKNOWN
1661	转基因食品	发布了头条文章：《普渡大学的研究，基于偏差的数据》 由于孟山都和大的生物化学公司大量赞助大学相关研究机构，导致研究人员设计迎合这些公司的口味的研究，给他们想要的东西。这就污染了学术的纯洁性，中立性。 |普渡大学的...	UNKNOWN
1662	转基因食品	【新鲜的盆栽蔬菜，你吃过吗？】近日，深圳百家盆栽蔬菜有限公司在罗湖松园社区设立首家社区体验店，居民只需将带着泥土和种子（均为非转基因）的盆栽搬回家，就可自己种出蔬菜，包括薄荷、生菜、辣椒、青瓜、黄秋葵等。所使用的草炭土泥土，不仅无虫害，而且还可循环利用哦~http://t.cn/R4A7Ubq	UNKNOWN
1663	转基因食品	转基因技术指的是将一个基因片断从一种生物体中分离出来，通过修饰后导入到另一种生物体的基因组中，从而达到改造生物的目的。转基因技术打破了物种之间的界限，比如研究人员可以将鱼体内的某个产生抗寒作用的基因植入番茄之内，人为的制造出新品种的耐寒番茄。杂交并不是转基因。	UNKNOWN
1664	转基因食品	痛恨！每条评论都值得点赞！为什么不了解我们的心声？选择权，知情权，这是基本的，但是，如果你吃的肉，它们生前就吃转基因食品呢？我不知道这个国家是怎么了。	UNKNOWN
1665	转基因食品	现在没有任何证据能证明转基因是有害的，当然也不能证明无害，各位科学家要努力	UNKNOWN
1666	转基因食品	孟山都公司与阿根廷的争端未息 业务重心转移至巴西 | 阿根廷新大陆周刊 http://t.cn/R5U5LQa	UNKNOWN
1667	转基因食品	打击农民的种粮积极性，一旦进口粮食断供或出现异常，国内将要饿死人的！而且对进口粮食特别是美国进口转基因大豆，为何不反倾销？为何逼着老百姓吃美国的有毒大豆？ http://t.cn/R5Ciao0	UNKNOWN
1668	转基因食品	崔化钠，陈永动机，陈水变油，陈永动机和陈水变油是同一人，是崔化钠的专业顾问。	UNKNOWN
1669	转基因食品	美国获奖纪录片【《GMO OMG》：面对转基因，我们怎么该作何选择？】，深度揭开以美国孟山都公司为代表的生物转基因技术公司背后的秘密！第02集 |秒拍视频 .	UNKNOWN
1670	转基因食品	【聚焦 | 转基因食品致癌？甜玉米是转基因？这9个问题都...】目前尚未显示转基因食品批准国的广大民众使用转基因食品后对人体健康产生了任何影响”。9、“转基因玉米大豆致癌”等谣言，都被... 原文：http://t.cn/RGQypqt （分享自@微博搜索）	UNKNOWN
1671	转基因食品	报告中，报告作者Graham Brookes为我们分享转基因技术成果：转基因技术通过更优良的杂草和害虫控制技术，帮助农民获得更加稳定的收入。仅在2014年，全球农民就因此获得了177亿美元的收益，相当于每亩增收6.7美元。自1996到2014年	UNKNOWN
1672	转基因食品	紫薯，小番茄，甜玉米这些都不是转基因食品啦。这都是天然存在or杂交品种，不要电视上or某些无良媒体说点啥就听风就是雨啦	UNKNOWN
1673	转基因食品	美国连一颗子弹都不卖给中国，却不遗余力向中国推销转基因粮食！！！！//【美单方宣布终止合作 中美首个高铁项目或流产 】 http://t.cn/R5Iu0Ux	UNKNOWN
1674	转基因食品	已经公开向中国人民推广转基因农业作物了	UNKNOWN
1675	转基因食品	这位识大气明事理的小朋友真是一语道破天机呀，我说这名校高知总的有点科学常识，原来是个夜香妹妹，这怪不得见钱眼开，见利忘本！做人无底线的给大伙儿忽悠转基因慢性毒药呢！不过看你小小年龄，有此正义感，看来崔哥的努力没白费，咱们美丽的国家交到你们年轻人手里是妥妥的，几个祸害不足为患[鼓掌]	UNKNOWN
1676	转基因食品	农业部和脑残转粉根本不把中国人当人，否则为何那么多国家地区拒绝进口中国含转成份食品了，还敢在中国不顾国人生命健康，一意孤行挺转，推转？？有理由怀疑是不是几十年前美国收养的孤儿，培训后回来专毒害中国人的！得彻查上三代！及下三代（有无移民）！	UNKNOWN
1677	转基因食品	发表了博文《骗局30年：草甘膦致癌世卫说出真相-来自英国的消息》美国政府和环保署欺骗观众欺骗世界，隐瞒草甘膦可能致癌的真相30年。在它的办公室里只需要将“C”改成“E”，就完美配合了配合孟山都公司开发|骗局30年：...	UNKNOWN
1678	转基因食品	节目本片没解决一个关键：谁在生产转基因水稻种子？张启发把自己洗得很干净，说他都没有制种能力，却说其它种子公司偷制种子，谁信啊？如果张启发说的是实话，就有一种可能：外国公司走私种子，假冒国内种子销售。如果是走私，那么，张启发的技术与外国公司走私的种子是啥关系？http://t.cn/RP5qjzP	UNKNOWN
1679	转基因食品	黄大昉是中国共产党的政协委员，中国农科研究员，却是美国转基因大豆出口协会理事，美国转基因公司基金扶持的代理人。这种身兼数职的生意人操纵着中国的农业发展方向。不是腐败是什么？	UNKNOWN
1680	转基因食品	【视频： 阿彪大讲堂——科普转基因大米】 （分享自 @优酷） #28全国转基因大米品尝会# 转基因产品在我们身边很多，并不可怕，你吃过也用过。抗虫转基因大米有好处。了解转基因，破除恐惧。我敢吃，我在吃。 @科学公园 @基因农业网 @种田农民_ @今日烟台 @烟台日报传媒集团 |阿彪大讲堂...	UNKNOWN
1681	转基因食品	见的转基因食品品种一、 1.部分水稻品种(以湖 北,广西居多)； 2.彩色棉花(新疆居多)； 3.小番茄(全国都有)； 某些别有用心的人居然叫它"圣女果"! 典型的转基因! 4.彩色辣椒(全国都有)； 5.黑米花生(全国都有)； 6.冬枣(產地山东、河南、河北居多）；前几年温州人简直是抢购啊！	UNKNOWN
1682	转基因食品	非转基因的西红柿种子正在茁壮成长！ |成都·双楠	UNKNOWN
1683	转基因食品	王晋康的科幻小说中最败笔的也许是《替天行道》那篇，其中对转基因和孟山都的妖魔化只能算是大众故事会的档次吧，谈不上科幻。尽管科幻和科普标准不同，但有些底线应相同，比如都应该以专业科学知识为底线，不能借科幻名义写成个伪科学。如果自己不熟悉某个题材的专业科学知识，就不能瞎写。	UNKNOWN
1684	转基因食品	作为支持转基因的普通公民家庭，一家三口参加了昨天成都站的转基因大米品尝会。没别的意思，就是身体力行驳斥谣言。你说有毒，ok，我吃给你看；你说绝育三代，ok，我生给你看。真心希望在儿子的时代，谣言遭人唾弃，科学战胜愚昧。#爱科学，支持转基因#@yuan-storm @太蔟 @土摩托	UNKNOWN
1685	转基因食品	被偶像回复了好开心！之前听过一些国内反转基因的专家的讲座，然后就觉得尽管国内像崔永元之流一直在进行反转基因食品的宣传，但是听讲座的学生是不买他们的账的，因为他们用的全是例证对转基因食品进行诋毁，对于受过教育的人来说例证=没证明。现在转基因食品缺的应该是科技包装	UNKNOWN
1686	转基因食品	连转基因食品的知情权和选择权都没有，王毅还有脸说中国人有人权	UNKNOWN
1687	转基因食品	发表了博文《孟山都和拜耳收购战背后的交锋》孟山都公司曾经在过去一年多的时间内，两次对于瑞士先正达公司和一次对于德国拜耳公司发出收购要约，但是都没有得到成功。原因无非有两个：第一，出价还没有到位；第二，|孟山都和拜...	UNKNOWN
1688	转基因食品	别扯了，祖国大地的玉米哪还有非转基因的？	UNKNOWN
1689	转基因食品	《转基因作物：过往经验及未来发展》报告还指出，有证据表明，一些转基因作物反而有利于健康。例如抗虫害转基因作物减少了对人体有害杀虫剂的使用，而添加贝塔胡萝卜素（维生素A前体）的大米有助在一些发展中国家预防因缺乏维生素A引起的失明与死亡。报告全文：http://t.cn/RqkaF1w 戳视频了	UNKNOWN
1690	转基因食品	粮不够吃吗？不够就扩大种植面积少造房子；够吃还推广啥转基因？如为个人利益，全部严惩不怠！！	UNKNOWN
1691	转基因食品	【转基因大米背后的法律真相】华中农业大学文法学院教授刘旭霞：虽然巴西和我国目前状况不同，但其最后的法律处理却使非法种植产品贸易合法化，最终形成具有国际竞争力的产业优势。全文http://t.cn/RP6zcJC	UNKNOWN
1692	转基因食品	你看多数人对转基因评价是好不好吗？不懂可以比较。我不懂卫星，可是有人说我们的能和外星系联系，我就保持怀疑；有人给我说，我们第一艘航母比美先进五十年，我也会怀疑；方舟子攻击中医的话我更怀疑。遵循最基本的逻辑，谎言总是漏洞百出。	UNKNOWN
1693	转基因食品	【转基因黄金大米事件回放】-----湖南黄金大米试验调查结果公布:3名责任人撤职 ----隐瞒事实提供虚假信息，严重违反科研诚信。----视频 http://t.cn/zjx5Ttp	UNKNOWN
1694	转基因食品	《全都是辣鸡》 我一般不喜欢撕架，因为我是薛老师的粉丝，我的愿望是世界和平。但是我一个很尊敬的前辈在朋友圈转了崔化钠，我仔细看了看，依然觉得还是叫他崔化钠吧。 我不喜欢崔化钠，不仅因为我企图染指科...（阅读全文: http://t.cn/RqSk94o 下载LOFTER客户端: http://t.cn/RyU0zlx）	UNKNOWN
1695	转基因食品	消息中，该粮食局认为转基因是否存在安全隐患尚未定论，为全面保障驻军官兵健康和饮食安全，局长声称严防转基因粮油进入军粮供应领域。局长大人眼中只有军粮，心中可还有百姓？市民的健康和饮食安全就无所谓了？就不用严防了？该条消息若不删除，局长的乌纱帽可能会丢掉。	UNKNOWN
1696	转基因食品	先解决好地沟油，毒牛奶，转基因等等，再去谈领导世界//@零钱包淘宝店号2131001:如果我们打趴美国，中国就重回世界第一，那时，世界会和平幸福。因为中国不是个霸权国家。全世界人民都应该清楚这一点。//【美媒列未来4年可能发生10场战争：中美对抗入列】 http://t.cn/R5KquzU	UNKNOWN
1697	转基因食品	他们都他妈的傻了么？不，因为他们都知道转基因粮食是美帝国主义的“粮食鸦片”，种了就只能像吸食鸦片一样任人宰割！为什么转基因物种和粮食能在中国通行呢	UNKNOWN
1698	转基因食品	【#钟声清脆2016#】6月18日，屯留。锄禾日当午，汗滴禾下土。种子转基因，化肥农药苦。	UNKNOWN
1699	转基因食品	【海南确认存在非法种植转基因作物】海南省农业厅表示海南确认出现非法种植转基因作物，并已对9个玉米、棉花转基因试验作物依法销毁。将严格执行《农业转基因生物安全条例》等法律法规，严厉打击违法违规开展农业转基因试验、生产活动，确保南繁基地生物安全。评：应否追查谁在提供种子推动非法种植？	UNKNOWN
1700	转基因食品	沿途看见街边卖西瓜，好多黄皮西瓜，我吃过黄瓤的，黄皮的怎么觉得是第一次见。我说是转基因的，肥仔说是杂交的。反正是不正经的西瓜@湖南省西瓜甜瓜研究所团支部 |北京·上庄...	UNKNOWN
1701	转基因食品	崔永元的弱智粉丝们是一种奇怪的生物。如果别人要求它们去吃饭，它们会怀疑别人喂它们转基因毒药，可是崔永元带领它们去吃屎，它们却觉得小崔真是个关爱它们温饱问题的好人。崔粉的弱智程度堪比彩粉，怀疑彩色狗是崔永元精神分裂时的网络分身。	UNKNOWN
1702	转基因食品	恩道尔《转基因战争》序言。他警告：“把转基因作物引入中国的农业，带来的是一个巨大的威胁，它对人类健康、食品安全的威胁太大了，无论怎样强调都不会过分。如果中国的农业被转基因的种子掌控，被农业化学品主导，最多再过20年，中国将不会作为一个国家而继续存在了...... 【http://t.cn/RLpJ3zD】	UNKNOWN
1703	转基因食品	为一些网友无知而无语。之前从粮食转基因，提及了基因检测，这些前沿技术正在改变人类的未来，或已经开始改变人类目前的生活了。如某好莱坞女星在基因检测之后，为预防癌症，先做了乳腺切除，后又切除了双侧卵巢输卵管。汪建先生去年在《开讲啦》就介绍了，基因检测可使人类今后平均寿命突破120岁……	UNKNOWN
1704	转基因食品	谨代表个人由衷感谢崔大哥，不遗余力揭露转基因是有害的农作物，还公众一个真像，政府应该抵制因百姓有疑虑的粮食以及转基因的食品。	UNKNOWN
