ID	TARGET	TEXT
255	转基因食品	说转基因食品安全的人是从来都不吃的人。
256	转基因食品	世界上还没有人敢说那个转基因植物是安全的[doge]
257	转基因食品	让你去看知乎是想让你知道转基因是什么，知乎也有反转的啊，但是他们都知道转基因是什么，还有谁告诉你转基因不成熟的现在市场上转基因都是完全成熟可控的品种好吗，美国超市都卖了好几年了，人云亦云是指在你对某一个东西完全不了解的情景下对某些东西发出旁人所给的评论的形容词！
258	转基因食品	如果要解释的话微博140个字根本说不清楚，你自己去知乎搜索转基因吧，上面很多答主写得很通俗易懂，我们并不反对你们不吃它，但至少请你知道它是什么东西，请不要人云亦云的无条件反对，因为在还没开拓出宇宙殖民地的时代，转基因会是人类的未来
259	转基因食品	所谓转基因，就是把一种食材的基因转到另一种食材，比如把某种抗冻极地鱼类的基因转到番茄里，就可能在冬天种植番茄。你吃番茄没问题，吃鱼没问题，吃抗冻番茄就要了命啦？
260	转基因食品	不研究转基因地球的粮食根本满足不了爆炸的人口，研究航天开阔球外也被喷，研究高产转基因作物也被喷，你知道地球上粮食有多缺吗？说白了转基因不是单中国，而是整个世界科学家开启的自救行动
261	转基因食品	我们这儿有脱毒马铃薯，就是转基因的，吃了十几年了……[挖鼻]
262	转基因食品	国家搞航天有人喷，搞转基因也有人喷，到底还是政府的科普工作没做好，大多数喷的人估计都不知道转基因是什么东西。
263	转基因食品	再怎么转基因你吃进去基因不都被消化分解了？平常吃的什么东西不是经过成百上千年变异过得。人又不是虫族，吃进去还能把基因整合到自己身上吧。
264	转基因食品	转基因安全？怎么不把特供全改为转基因食品！
265	转基因食品	不要妖魔化转基因食品，将来地球上人口增长粮食供应不足就靠这东西来解决粮食问题呢。
266	转基因食品	看，这就是吃转基因食品的后遗症[偷笑]
267	转基因食品	好像说得不转基因就安全一样[笑cry] 特供是什么鬼，都是中国人，吃的东西还分369等？
268	转基因食品	评论里智商堪忧啊，中国批准的转基因没有多少种，能控制好并且对民众的科普工作做好，就没那么多人天天站出来乱反了的[doge][doge][doge]，学食品科学的路过，反正说不吃的，你吃进去了也不知道，2333333（有几种东西市面上只有转基因，真怕的自己去查）反正我吃[好囧]
269	转基因食品	高中问过生物老师，大学问过农学院的学长们，谁都搞不清转基因食品到底是会不会带来不良影响。只能说，如果害怕，就吃非转基因的好了
270	转基因食品	吃着袁隆平的大米抵制转基因我也是醉了 中国基础教育除了教知识 教不会这些人思考啊
271	转基因食品	你既然不吃，为什么要喷转基因，你难道是吃过然后断子绝孙么，这又不是强制性的，既然你不食用，为何抵制转基因，有一些人并不是今天吃不吃转基因的问题，而是今天不吃的话，明天就会饿死的问题，请勿阻碍转基因的发展
272	转基因食品	“转基因”这个问题最重要的是公开透明，而不是让一群连表达载体是什么都不知道的人整天在网上撕，没有意义。不要再出现什么“用中国儿童做转基因试验”，“市售食用油50%是转基因”这样的新闻或者谣言。是转基因的食品标明，“不含转基因”的就一定不能有。把知情权给人民群众，这才是最重要的！
273	转基因食品	有机，原生态，土产品，通通是让有钱人交智商税好吗？反正你们这些反对转基因也没用，现在很多都是转基因或者转基因制备的，你们躲也躲不掉。历史发展是阻挡不住的，认为火车的发明会破坏风水的迟早会被历史抛弃。
274	转基因食品	转基因不是一吃就犯病的好么 谁能保证10年20年之后不出事?!
275	转基因食品	话说我从头到尾也没说过抵制转基因吧，只是说谨慎使用又没针对你，是你之前对我的态度太过傲慢，不过照你这么说读书又有何用
276	转基因食品	科学理论上没有问题，但是在实验中，某些低等哺乳动物因为长期吃了转基因食品，致癌率大大提高。确实，我们说不出哪里有危害，因为我们也找不到，但现在技术还不成熟，转基因是可控的，但基因的表达是不可控的，我们不能就保证它是否安全，科学不是谁对谁错，科学是可以讨论，寻找相对的真理，不是骂人
277	转基因食品	请问美国大豆是转基因还是杂交育种，我真不知道，如果是杂交育种，我认为是无害的，但转基因就不一定了
278	转基因食品	高温当然可以了，不然你平时都不拉肚子啦，浇大粪成本高，现代农业不用的，现在都不是用化肥了，你如果真想了解转基因，多看一下，就知道了，转基因没有多少恐怖，不要被名字给吓到了
279	转基因食品	看到回复的人有许多人有一定的专业知识，我真的很感动，大家不要撕逼了，转基因在理论上对人体无害，但实验中，某些低等哺乳动物因食用转基因食品，大大增加了致癌几率，请大家一定不要吃，不要被爱国贼的道义所挟持了
280	转基因食品	我也知道辣条不好，但我就是爱吃，转基因也许没问题，但我就是不吃。[拜拜]别人不吃，就说别人傻逼，科学文盲的人我也是醉了，吃什么你都要管？
281	转基因食品	转基因是定向改变基因，变异是不做限制，两者不完全一样。转基因基因可控，但其产物作用于生物链作用未知，可以研究，但要规范，而且在未验证前不要急于推广
282	转基因食品	选择权已经留给大家了，现在是社会上就是反对转基因，不让种，知道吧，误国啊
283	转基因食品	杂交这种无序的基因交换，在历史上出现过中毒事件，但是转基因的，现在还没出现过，你们说哪个安全，杂交水稻都能接受 ，转基因就是接受不了，真不知道是为什么
284	转基因食品	哎，我们2个和这些人说了这么多，人家就是不信啊，宁愿相信一些人的造谣，也不相信科学，无奈啊，杂交和转基因本来是一个东西，差不了多少，我看转基因这个名字得改改，不然会产生恐惧，
285	转基因食品	只有是通过安全检测的都是无害的，普通的农产品检测不太严格，转基因的检测很严格，通过检测的转基因食品是比非转基因的安全的，那些没有通过的安全检测的，可能会产生一些毒素，这些是很容易发现并检测的，是不会通过的
286	转基因食品	方舟子大学学的是生物化学博士学位，他比你们这些人懂多了，他有什么利益捆绑吗？袁隆平也支持转基因，只要是学过的，没有不支持的，我们的反转人士们，天天看这韩剧，聊着娱乐新闻，突然看到转基因，也要发表自己的观点，不懂的人就闭嘴，中国的农业现代化都被你们这些舆论给耽误了
287	转基因食品	袁隆平在搞转基因，因为他知道转基因比杂交还要好，转基因和杂交在分子理论上没什么区别，只是不同的方法而已，没有所谓专门研究转基因的，只要搞这个的，杂交，转基因，都是一个研究课题，
288	转基因食品	我说过袁隆平的杂交水稻有害了吗？一群傻逼，全文都看不懂，杂交水稻都无毒无害，转基因更是无害，知道吧，我是这个意思，一群人在这里瞎比比
289	转基因食品	来来来，让农业部的领导们每天都吃转基因食品，30年之后没问题的话我们就吃[挖鼻屎]
290	转基因食品	看了你的几条评论，感觉你不过就高中学了几天生物罢了，在这里装什么大头啊，你懂，你可以选择吃，我不懂，我害怕，我可以选择不吃转基因，不吃就是无知么？我不知道转基因有没有危害，但是你也不能证明它100％安全是吧，所以每个人都有选择信与不信，吃与不吃的权利。
291	转基因食品	这不是一个短期就能判断转基因有没有问题的问题，
292	转基因食品	这东西就算有什么问题不是说你吃几顿就吃出问题的，吃三公斤顶鬼用
293	转基因食品	你们打的疫苗啊胰岛素也是转基因产物呢 怎么没见你们变异成丧尸呢[呵呵]喷袁老的杂交水稻我也是呵呵哒 高中生物没学好的喷子要不要我给你一本王后雄[呵呵]
294	转基因食品	靠吃能科普？转的基因，你是靠吃能确定有无副作用（你以为是检验拉不拉肚子吗？）还是靠吃能确定转基因的效果？怎么这么蠢！
295	转基因食品	我看应该把国家也变成转基因国家，
296	转基因食品	说不吃的人你们高中毕业了吗？？！！！
297	转基因食品	我那天，看了个美国的调研，说很多明显的致癌物观众不知道，反而多于50%的人认为转基因是会致癌的[汗]，支持转基因的其实绝大部分都是学这专业的，学这专业的人才真的会知道是怎么回事，我支持买家有知情权，但没专业知识就乱扣帽子和去看病以为自己是医生什么都懂的傻冒一样让人讨厌
298	转基因食品	袁隆平是杂交水稻，就好像你爸和你妈啪啪生下了你。转基因是转基因。我靠，这么多说转基因没问题的人，连杂交是什么都不知道。[汗]
299	转基因食品	我不懂我不懂，我无知，我文化水平低，你吃，你随便，好吧，我蠢，但我总有不吃它的权利吧。
300	转基因食品	呵呵哒，不管你们愿不愿意吃，反正我不吃，觉得新品种环保无毒少农药产量高的亲们自便哈。对了，还有那些把袁隆平教授的杂交水稻和转基因分不清的无知的喷子[呵呵]呵呵哒。
301	转基因食品	论安全，转基因高杂交，杂交高于诱变，诱变的你们都敢吃，转基因的却不敢，懂不懂啊，那些反转基因的都是理科文盲，看看崔永元就知道，数学高考考了几分的人来谈什么转基因安全性，笑话，真正搞科学的哪个不知道转基因的安全，反转的人的社会成分构成一看就知道，基本以女人，文科生，智商低的为主
302	转基因食品	从逻辑学证明一件东西有，容易，证明没有难。转基因的没有危害很难证明，大众心存疑虑很正常，愿意吃的人，不愿意吃的不吃，就这样。基因改变一个位点都有蝴蝶效应，现在研究不够成熟，投入使用，为时过早。
303	转基因食品	哈，我喜欢你这样的讨论，至少言而有物[good]，其实虽然杂交水稻都是水稻弄出来的，但也是有水稻的突变株，具体突变株只是会影响他自己不能生育而已还是会有其他副作用还是不能说死的，就像也不能说转基因就绝对不安全一样，我支持转基因，是在饿死和相对安全这两者上来看，我觉得转基因还是好的
304	转基因食品	你们用一代人吃来试试啊[怒骂][鄙视][鄙视]     我生物是体育老师教的[酷]
305	转基因食品	客观说，转基因外国人也吃，问题以我们国情来看，食品监管支持不了合格的转基因食品销售与种植！时机没到别乱吃丫
306	转基因食品	找网友当小白鼠？肘子你自己怎么不当小白鼠！有本事你给自己和你全家吃转基因大米转基因油！还有辣些说转基因是好东西的官方，有本事你们自己也吃！只要你餐餐吃，吃个几十年，你全家都没问题，那才是最好的证明！
307	转基因食品	两点。 1. 跟中国比起来，美国社会中40岁以下过敏体质人群特别高（对面粉， 糖等）， 虽然可能跟转基因食品没有关系（有观点是抗生素导致的），但是可以证明非天然因素对后代人的健康是有很大影响的。2. 不论转基因可否进入市场上，进行标示是必须的，消费者有权利知道自己买的是什么， 并自己判断。
308	转基因食品	你吃不吃 吃多少与我无关，你们卖给我们的产品，请清楚的标明是否转基因，谢谢
309	转基因食品	没说不支持转基因，只是应该在产品上明确标出哪些是转基因哪些是非转基因，选择权应该在消费者手上！
310	转基因食品	杂交水稻不是两种自然作物杂交，杂交父本基因也是人工修饰过的，不是通过基因优胜劣汰。而是通过基因随意组合出多个性质选择自己需要的。抹黑我们伟大的科学家的是反转的人。 转基因改变自然作物的基因是可控的，杂交也是人工改变自然作物基因是不可控的。转基因会杀死的精子导致不育是早就戳穿的谎言
311	转基因食品	我觉得想商业化也可以，但必须标志明确。多年后再看国人的身体情况。。反正我是不会吃转基因的，谁爱吃不吃\
312	转基因食品	转基因确实是好东西，看看方舟子吃了转基因头都秃成啥样了[鼓掌][鼓掌]
313	转基因食品	但是杂交至少都是水稻 转基因是把一种东西的基因放到另一种里去 关键不是技术的问题 科学本身就是双刃剑 而是 用的人是什么目的 还有一种科技要推广是要长期测试的 如果我们不反对当前这样的快速市场化 那么我们自己就成了小白鼠 我是觉得这点我不喜欢 不是科技本身不好
314	转基因食品	说下一代的我也醉了…你有什么科学依据下一代会受损伤…你以为基因真的那么容易整合到你的染色体DNA而且还是生殖细胞的染色体DNA上？那么容易整合那你几十年吃的东西里面的基因不知道有多少都跑你染色体上了，你染色体都变异无数回了[拜拜]
315	转基因食品	一群人都认为政府要害老百姓，要把老百姓杀逛光了！！！哈哈哈哈哈哈哈哈
316	转基因食品	无知的人类，本喵吃了不少变异的老鼠也是跟着进化了。[喵喵]
317	转基因食品	在告诉你们这群脑残，你们除了发至愚蠢的大脑的情绪表达，你们会什么，一点常识都不懂，就知道谩骂和嘲笑，转基因安全的理由可以千百种，说一天给你们都说不玩，你们说出一个转基因的危害的证据，（证据要经过检验的，不要到网上随便找个文章就拿了），去权威的论文杂志上找，找出来了我跟你PK，
318	转基因食品	在告诉你们，你们以为人类和动物能 吸收基因吗？ 基因可以吸收吗？ 不懂了吧，基因是不能吸收的，到了你的肚子里，都变成了4种脱氧核苷酸，吃转基因你的基因就转了，一群傻逼，那你每天吃了那么多的食物，每个食物里都有基因，你们基因转了吗？
319	转基因食品	各位都没什么好争的 一样东西好不好不是光看它的科学理论推测的 要看长期的测试结果的 而我们就是正在或者将要被测试的小白鼠 科学技术本来就是双刃剑 转基因技术本身是中性的 但是和市场搞在一起 就很可能造成垄断 而且严重危害物种多样性
320	转基因食品	吃着袁隆平的大米抵制转基因我也是醉了 中国基础教育除了教知识 教不会这些人思考啊
321	转基因食品	你们知道杂交水稻理论上的风险性远远高过转基因水稻吗？ 杂交是无序的，转基因是有序的，杂交在培育过程中通过重金属，X射线改变基因，你们知道吗？ 这你们都敢吃，转基因的反而不敢吃，你们知道什么，论风险杂交远远大于转基因，杂交都安全，转基因凭什么不安全，
322	转基因食品	转因基可能失去原有的保健作用！间接也是有害的！纯情天然是最有市场的！世界各国的人都更爱纯天然！搞转基因将来卖谁？为什么不学好？！！！！！！！！！！！！！！！！！
323	转基因食品	普及转基因最好的方式，应该是在机关食堂先推广开来，因为民众普遍认为机关单位里吃的总是最好的，我肯定会吃。
324	转基因食品	科学上从未说过转基因不好！只是有个别砖家说转基因会有风险。具体啥风险砖家也不知道.然后中国老百姓就传开了转基因不能吃.崔永元到现在也说不出转基因哪不好！只能说国外都不吃！国外还不吃松花蛋臭豆腐呢！最早的育种是发个卫星。在外太空辐射下看随机变异能有好结果木有现在可控了你们还担心狗屁！
325	转基因食品	转基因大米就是好，无毒，少农药，保护环境，支持转基因，中国应该大规模推广，让那些反对转基因的人见鬼去吧
326	转基因食品	试吃是什么节奏？证明它不是毒大米？？吃完以后不会立即毙命？？安不安全不是吃口米饭就能判定的。你可以选择吃，但我也要求保留不吃的权利。
327	转基因食品	支持转基因，那些不懂的傻逼别说了，你们高中生物都没毕业的人，谈什么反转基因，就跟当年清朝反对修铁路动了龙脉一样愚蠢，看来中国人的愚蠢是在骨子里的
328	转基因食品	袁隆平那个不是转基因的，如果是转基因就不用找雄性不育株找那么久了
329	转基因食品	拜托，现在买油买米上面都会有标注是否转基因好伐，不买就不买，没人逼你。下次再反对的时候拿出点科学道理别瞎吠。
330	转基因食品	转基因主要是美国开发，现在美国都不用了。美国的转基因大豆出口到中国换我们的非转基因大豆。
331	转基因食品	吃一次和天天吃，能一样吗？我不能证明转基因食品有害，但在确定它安全之前，我拒绝
332	转基因食品	吃一顿能表达个啥玩意儿？有谁说过，吃了一颗霉变的花生就一定会得癌症么？！有事没事都他妈这么喜欢花钱搞噱头，搞广告，搞赞助...谁管你。。吃个饭，也要说成是科普，自己还真当自己是个狗屎。[挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎]
333	转基因食品	呵呵，但愿他们连续吃上二十年，再来科普更有说服力！还要问他们一下，据说农业部幼儿园不允许有转基因食品，如果属实，这又说明了什么问题？
334	转基因食品	我一直没想明白转基因不好在哪里
335	转基因食品	我就觉得奇了个怪了，袁隆平那不是转基因大米么，严格意义上最大的转基因了，居然人人吃还给他颁奖，这目标明确理论上更安全的的转基因就人人都说不好
336	转基因食品	我认为转基因的没什么大不了，要不然国家费这麽大事，研究的东西不能用，怎么可能
337	转基因食品	人种不同，美国人没事，亚洲人就一定没事？橘生淮北则为橘，淮南为枳的道理你不会不知道吧。而且夸夸其谈转基因好，真要吃的时候，全部领导都没一个吃～自己都不敢试该怎么树立社会信任感
338	转基因食品	天呀，你知道你吃什么？你确定？不看转基因标识就等于不看生产日期和保质期，你不要说你不吃过饭就等于不吃面，生产日期保质期看了就没问题？你就是一个只看生产日期保质期的人吧，你好意思。你的智商呀
339	转基因食品	怎么可能没有问题呢  又忽悠老百姓[挖鼻屎]
340	转基因食品	搞笑哦，转基因技术让谁不能好好活着了？美国人吃了那么多怎么不见有事啊？
341	转基因食品	仿佛支持转基因的都背负原罪一样
342	转基因食品	关键问题是转基因在科学界内部有没有定论？如果你连一个搞转基因研究的人都不能说服，怎么去说服普通民众呢？
343	转基因食品	大哥，前段时间还在争论转基因标识问题，我买的大豆油只在一个不起眼的地方，用极小的字体进行了标识，另外，我所在的武汉有大量转基因非法滥种，部队也严禁食用转基因食品，这些种种既然是科学的，安全的，放心的，又何必故弄玄虚，让大家怀疑呢？
344	转基因食品	同遗憾。部分人把不信任感盲目转嫁到自己毫无所知的领域，而且还很坚定。
345	转基因食品	以身作则，何必打口水仗。自己吃、小孩吃、孙子吃，全家吃几十年，大伙自然信了。我相信没什么人反对投资搞这方面的研究。现在才多少年？隔代遗传研究的数据、得出的结论充分吗？[疑问][疑问]哈佛、斯坦福、霍普金斯医学院的校长会这么说吗？
346	转基因食品	问题是国外才是吃转基因比较普及的地方
347	转基因食品	辩论这玩意你说服不了我，我说服不了你，只会增加彼此本身的固念。对于转基因我只有一个标准，带头宣传的官员和科学家子女都在国内，而且不是外籍。只要把这些公开，相信就没有那么多的质疑了。
348	转基因食品	怎么可能没有问题呢  又忽悠老百姓[挖鼻屎]
349	转基因食品	小学生每年接受的各种实验多了，转基因方面监管的算是很严了。转基因在美国都上市二十年了，安全性没问题。祸国殃民的说法恰恰是阻挠中国转基因发展的势力。结果是中国土地不可恢复的退化由于化肥农药过度使用。外国转基因产品必然占领中国市场
350	转基因食品	呵呵，一帮自以为是的高端人士，动不动就担心国民智商，也是醉了，你们这么乐意吃就吃啊，智商这么高还来发什么微博，去吃你的转基因啊。这科学家也是醉了，商业生产是你的科研项目？卖不卖钱是投资商的事，需要你管？
351	转基因食品	科学家不积极发声，媒体不公正报道，以至于转基因在中国遇到这样的情景，不是时候出来说一句很遗憾就可以逆转的，科学家敢站出来为转基因发声吗？
352	转基因食品	我相信科学家，比信那些无知民众可靠的多。
353	转基因食品	1经过审核的转基因是安全的，这一点任何一个生物学一年级本科生都能很清楚的用实质相同原理告诉你。2其实我国转基因的管理十分严格，一个新品种至少十年审核时间才能上市。3知情权就更没有问题，中国是世界上唯一强制标识的国家，如果你有不标识证据我帮你举报。妄加猜测没有意义
354	转基因食品	排斥转基因的反智前线
355	转基因食品	恐惧你们的不是转基因，而是你们内心的无知和愚昧。正如你们一百多年前惧怕洋人的工业机器。
356	转基因食品	转基因是否安全对于现在的中国已经没有意义了，，因为使用量已经很大了，没问题是最好的就算有问题也不可能解决了，，我说了很多遍我质疑的不是你说的这些问题，我质疑的是制度管理与民众的知情权而已！！
357	转基因食品	不要在外吃饭，饭店都是用转基因大豆油的，饭店不会在菜盘子上标明用了什么油的，谢谢我。关于选择的权利，再提醒一点，是有标识的哦。而且啊，大豆油几乎都是转基因的。
358	转基因食品	问题是你的概念就是错误的，滥种是泛滥种植，没有泛滥就不是滥种。转基因安全性没有问题早就应该大面积推广。习大大去南美就不需要大单采购转基因大豆和玉米了
359	转基因食品	执法水平是全局性的，转基因本身在全局里算是非常严格了。你所谓的口子根本不关转基因一毛钱的事。转基因不发展就会导致土地灾难性退化和进口食品全面胜利。不能因噎废食
360	转基因食品	我是挺事实派，转基因有问题的话也毫不留情。问题是那些说有问题的都是谎言。你连什么是滥种的基本概念都没有就不要狡辩了
361	转基因食品	你信不信他们把你的基因剪下来，连接到你女朋友的基因上，再进行胚胎移植，培育一个你妈出来，呵    呵  ！[笑cry][笑cry] 汉奸[衰]
362	转基因食品	撒谎，明明没有任何人有任何证据标明转基因对人体无害，你却说是共识？还能在自恋点么？没有存在感 也没必要这样啊[怒骂]
363	转基因食品	其实我觉得在不知道转基因是否会有副作用的情况下，不如不进行销售。因为这是拿人类在进行实验，如果它真的有副作用，这个责任谁能承担的了。
364	转基因食品	上课中  同学叹了口气   生物工程要绝了→_→
365	转基因食品	政府公信力下降，再怎么说转基因无毒大家都不信——先把现在混乱的食品加工市场整顿好了再说呗
366	转基因食品	科学辟谣我支持，市场化自由选择我也支持，不违背吧，本来也没什么好争的，我态度很简单，再观望，再尝试。
367	转基因食品	转基因，你先自己吃啊，让领导们吃啊，你们不怕吃再让我们这些屁民吃。
368	转基因食品	领导请先吃..我等屁民帮你们吃特供
369	转基因食品	没知情权说个球。自己吃的都不知道吃的什么。之前就公布出来那些物品是不是转基因，我可能都不怎么抵触。
370	转基因食品	不要避重就轻的说问题！！我问的是在一个没有批准过大面积种植转基因大米的国家出口至国外的货物中为什么会有那么多转基因大米，，也就是说中国现在转基因的种植已经泛滥，这个和转基因到底好不好没关系，就算未来证明了转基因是特别好的东西，现在的烂种和无监管也是制度上的不作为！
371	转基因食品	你吃的东西和品种没有一样是有几千年历史的。有几千年历史的今天的人类绝对不能吃。中国是全世界唯一对转基因强制管理的国家不存在什么知情权问题。支持转基因的不过是转述科学常识批驳谣言而已。真的没人有兴趣强迫你，除了你父母没人关心你吃什么
372	转基因食品	我吃的食物都是古人吃了几千年的，而且现在都还在被不断推翻，谢谢哦。转基因都基因重组，可以当做个新品种了，人对新事物有排斥很正常，凭什么就要求我们对新事物的接受一步到位，我也没强求别人跟我一样抱有怀疑态度，所以我不想被强制接受不行？他要人强制接受我希望亲身证明不行？我不接受就有罪？
373	转基因食品	基因产品的推广需要严谨的令人信服的试验证明，任何药品从诞生、临床到商品都有一个严格的试验和认定过程，何况食品。科学是双刃剑，科学造福人，科学造的孽也数不胜数。拿全体百姓做试验如何忍心，起码保证百姓的知情权和选择权吧。
374	转基因食品	个人觉得要求标示的诉求非常合理，有理有据讨论转基因问题的也颇值得赞赏（无论是同意还是抵制）。至于无理无脑乱喷一气甚至人身攻击的，科学家能不能帮助他们转一下基因？
375	转基因食品	谁盲目反对转基因了？学校某老师天天洗脑转基因不好都没被催眠，问题是谁又能证明科学家真吃了十几年？还是那句话，市场化可以，但请注明，吃不吃是人的自由，强制推销就跟QJ一样恶心。还有，别以为谁对转基因有意见就是听崔永元的。ps：还不准评论回哦，呵@Frienger-
376	转基因食品	我读书少，不要骗我。明明尚未有定论转基因是否安全… 只有中国砖家说而已…  无罪推定不代表真的就无罪。 公众有知情权 标出来 大家自由选择买不买。那些吃特供食品的，还不允许民众有知情权了
377	转基因食品	我只想知道那些武断反转基因的有几个高中是认真学了生物课的
378	转基因食品	呵呵，有些科学家吃了十几年照样活的好好的。盲目的反转真的好吗？你没有证据证明转基因食品有害，而科学家们已经证实无害，那你就没有资格在这反转
379	转基因食品	我发现反转基因的就会说:那你吃啊 你全家都吃啊.回你一句话一个词 NAIVE 看不懂回家查字典.
380	转基因食品	放屁！千万别造福于民，你自己留着吃吧！[怒]
381	转基因食品	西药同理，以后生病别吃西药了。WiFi同理，以后千万不要用WiFi。护肤品同理，千万记得什么都不能抹。对了，牛奶也存在争议哦，美国科学家都说了呢。我还听说所有的香蕉都是转基因。不谢！
382	转基因食品	不太懂科学。大部分的人也是一样的，不能接受变态的东西，何况是吃进肚子里。很多科学成果，几十年后科学证明它们都不科学
383	转基因食品	不信科学家就凭一个主持人的话就否定了转基因，我也是醉了。不知道转基因是什么，不知道一个实验要付出多少心血才能得到最终答案的就不要瞎说。你可以不吃，但你别瞎造谣！
384	转基因食品	转基因属于生物领域先进技术，其安全性可靠性不靠专业科学家和实验数据说明，而是靠主持人和“不信专家就信小崔”的群众来决定，真是醉了[笑cry]可以载入生物科学史册了啊
385	转基因食品	我不翻转，我也不听你们这些挺转的，只要涉及基因学，就别扯了，20-30年的时间，真的证明不了什么，小白鼠和猩猩也不是人类
386	转基因食品	我很奇怪，我们为什么一定要这样抨击质疑转基因技术？为什么一定要这样否定专家基于严格实验与理论论证上的结论？难道就因为美国科学家不确定，我们也就要跟着不自信吗
387	转基因食品	真不明白当初为什么就让他们鼓吹转基因食品毒论～为什么当初就没人站出来指正，我读高中时科学上对转基因食品不是已经有很明确的论调了吗？现在想改变民众的看法已经很难了～
388	转基因食品	说那些蠢话干什么，你不吃转基因你可以吃到不打农药不用化肥不用激素的食品吗，不能就闭嘴吧
389	转基因食品	[挖鼻屎]无脑反转基因的就让他们享受农药化肥呗，转基因有没有害我不好说，但是天天吃农药化肥的害是一定很明显的
390	转基因食品	其实，只要有一定生命科学知识和理性思维就知道，转基因食品也是源自自然生长的农作物，根本不存在什么所谓的危害，真正害人的是为了迎合人类无限制的追求口味、色泽以及方便快捷而无节制的在食品中添加各种化学合成的物质。那些鼓吹转基因食品有害的人无非就是为了自己的一点儿自我炫耀罢了。
391	转基因食品	崔永元之流认为吃转基因会让人不孕不育畸形，中毒马上死掉。我也想知道他们怎么想的。
392	转基因食品	我觉得还是更相信之前小崔走访取材美国，拍的那个关于转基因食品的片子。为什么转基因的东西一定要拿到中国市场？假如那些科学家们真的觉得自己是正确的，那就献身科学，有了真正结果之后再说
393	转基因食品	要是转基因成特供，你也只吃转基因食品，那我就把你说的话不会当作放的屁！你说呢
394	转基因食品	我真心不知道转基因好坏，可是我只知道美国只出口转基因得相关食品，而自己国家不吃，他们吃自然栽种的。如果连美国都觉得好，他自己不吃？狗改不了吃屎，好东西美国才不会给别人。
395	转基因食品	因为转基因无害所以美国早就驳回要求转基因标注的议案了，一堆什么都不知道的还以为你们的外国爹都标注转基因呢。
396	转基因食品	看着评论里一帮的反转派就觉得心塞，不想吃的人就去吃你们的特供有机食品啊，转基因食品完全就有标实的啊，你们骂人之前先读读法律看看科普书籍好么？还什么阴谋论，丫的，这么多科学工作者都被收买了那幕后者是有多少钱啊，以及这么长时间没有一个人爆料出来，这个阴谋埋的真滴水不漏啊…
397	转基因食品	那你们吃吗？为毛你们吃特供拿我们来做实验啊。。。
398	转基因食品	说这话的人tmd坑定不吃转基因
399	转基因食品	这事让科学家说。崔永元那帮人一点科学证据也不拿，问问美国民众就算证明了？
400	转基因食品	转基因现状我不清楚，我只知道中学生物课本中提到过：给小白鼠长时间吃转基因粮食，老鼠的内脏器官出现损伤！
401	转基因食品	为国民智商感到可怜，那些说吃十几年改变基因的大概连高中都没上过。你基因不管怎么样吃什么你儿子照样会变异，你为什么生不出和你一模一样的儿子？，你吃猪肉怎么不会变猪？你儿子生出来怎么不会变猪？美国就有卖，标注出来是转基因，自行选择不求你吃，只是不要拿你无知来评论科学
402	转基因食品	我们国家不缺转基因吗难道...人这么多怎么养活...我也是醉了....看看微信里面那些文章有点常识都该质疑一下真的是何必呢
403	转基因食品	共识你妹 明明是不清楚其具体副作用。要吃你吃啊 你顿顿吃 全家吃 你管人家吃不吃啊
404	转基因食品	我真的想不通转基因哪里会有危害了~~~
405	转基因食品	说白了就是想商业化，具体安不安全他们也不懂！
406	转基因食品	O网页链接 赞同 对转基因有疑问的请看这个 希望不要因噎废食[doge]
407	转基因食品	不是强制不强制，转基因农产品已经悄然进入千家万户，连农民都不知道他们种的是转基因，普通老百姓又怎么有选择的权力了
408	转基因食品	宣传转基因的主战场我看到的是果壳，知乎，各个什么科学院大学。抵制转基因的主战场一般都是朋友圈，微博，传说中的崔永元和隔壁王大妈。ps谁说发达国家不吃转基因了？
409	转基因食品	让发转基因无害的官员及科学家起带头先吃，行动胜于言论
410	转基因食品	请领导们身先士卒，先吃20年~
411	转基因食品	你可以选择说无害，我可以选择不吃。不想嚼舌头，只要你做出标识保障我的选择权，很难吗？
412	转基因食品	对粮食方面来说，非自然力出现的作物，其存在本身就是值得怀疑的，院士说好就是好么，凭什么
413	转基因食品	中央和专家们带头吃一年马上就有共识了。
414	转基因食品	想吃的专家学者可以成立个团队，你们自己订购，你们也是有这个能力的。转基因给你们特供。我还是相信自然和先辈验证过的食品。从数据上转基因各方面都好，但适不适合人吃，长期吃有没有问题。你们可以开展大无畏，为科学献身的精神，为我们大众试吃。经过你们几代人验证后，再发表你们的理论。
415	转基因食品	特别逗，没争议，为什么很多国家禁种，为什么害怕标示
416	转基因食品	有什麼爭議的，就是民眾希望“明示轉基因”而已，剩下的民眾會自己選擇。為什麼就不敢明示呢？
417	转基因食品	多简单的事，市场所有转基因的食品在卖的时候都做一下标注，老百姓自己会选择，没理由强迫大家吃，也不应该混在一起，如果好就光明正大卖
418	转基因食品	请院士全家都吃可以吗?
419	转基因食品	我就不明了白了，人家发达国家都不做这第一个吃螃蟹的人，就我们国家一大堆所谓专家大力吹捧要推广，我们国家真的就缺这么些转基因粮食吗？
420	转基因食品	自己想吃就吃不想吃就别吃啊。又不是只卖转基因。
